timestamp,hydration_score,temperature_f,rain_inches,notes
2025-08-01 05:00:00,4,88,0.00,Normal watering
2025-08-02 05:00:00,6,91,0.10,Slightly moist
2025-08-03 05:00:00,8,85,0.30,Skipped due to rain
2025-08-04 05:00:00,3,96,0.00,Very dry - boosted watering
2025-08-05 05:00:00,5,89,0.00,Optimal hydration
2025-08-06 05:00:00,2,99,0.00,Very dry - boosted watering
2025-08-07 05:00:00,7,87,0.15,Moist soil
2025-08-08 05:00:00,9,83,0.40,Skipped due to rain
1761787065,6
1761787085,6
1761787105,6
1761787125,6
1761787145,6
1761787165,6
1761787185,6
1761787205,6
1761787225,6
1761787245,6
1761787265,6
1761787285,6
1761787305,6
1761787325,6
1761787345,6
1761787366,6
1761787386,6
1761787406,6
1761787426,6
1761787446,6
1761787466,6
1761787486,6
1761787506,6
1761787526,6
1761787546,6
1761787566,6
1761787586,6
1761787606,6
1761787626,6
1761787646,6
1761787666,6
1761787686,6
1761787706,6
1761787726,6
1761787746,6
1761787766,6
1761787786,6
1761787806,6
1761787826,6
1761787846,6
1761787866,6
1761787886,6
1761787907,6
1761787927,6
1761787947,6
1761787967,6
1761787987,6
1761788007,6
1761788027,6
1761788047,6
1761788067,6
1761788087,6
1761788107,6
1761788127,6
1761788147,6
1761788167,6
1761788187,6
1761788207,6
1761788227,6
1761788247,6
1761788267,6
1761788287,6
1761788307,6
1761788327,6
1761788347,6
1761788367,6
1761788387,6
1761788407,6
1761788427,6
1761788447,6
1761788467,6
1761788488,6
1761788508,6
1761788528,6
1761788548,6
1761788568,6
1761788588,6
1761788608,6
1761788628,6
1761788648,6
1761788668,6
1761788688,6
1761788708,6
1761788728,6
1761788748,6
1761788768,6
1761788788,6
1761788808,6
1761788828,6
1761788848,6
1761788868,6
1761788888,6
1761788908,6
1761902586,6
1761902588,6
1761902606,6
1761902609,6
1761902626,6
1761902629,6
1761902646,6
1761902649,6
1761902666,6
1761902669,6
1761902686,6
1761902689,6
1761902706,6
1761902709,6
1761902726,6
1761902729,6
1761902746,6
1761902749,6
1761902766,6
1761902769,6
1761902786,6
1761902789,6
1761902806,6
1761902809,6
1761902826,6
1761902829,6
1761902846,6
1761902849,6
1761902866,6
1761902869,6
1761902886,6
1761902889,6
1761902906,6
1761902909,6
1761902926,6
1761902929,6
1761902946,6
1761902949,6
1761902966,6
1761902969,6
1761902986,6
1761902989,6
1761903006,6
1761903009,6
1761903026,6
1761903029,6
1761903046,6
1761903049,6
1761903066,6
1761903069,6
1761903086,6
1761903089,6
1761903106,6
1761903109,6
1761903126,6
1761903129,6
1761903146,6
1761903149,6
1761903166,6
1761903169,6
1761903186,6
1761903189,6
1761903206,6
